ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue; only if math-related),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,
13,27:24:00,A1-3,B2-L3,Child,8 and then 8.,,,,,,,,,1,,,1,8,,1,,,,,,1,,,,,,,,,,,,,,,
13,27:27:00,A1-3,B2-L3,Parent,What number comes after 8?,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,
13,27:29:00,A1-3,B2-L3,Child,8?,,,,,,,,,1,,,1,8,,1,,,,,,1,,,,,,,,,,,,,,,
13,27:30:00,A1-3,B2-L3,Parent,"Well, if you're counting, and you're counting, and you get to the number 8, what comes after the number 8 if you're counting",,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,
13,27:38:00,A1-3,B2-L3,Child,"9,",,,,,,,,,1,,1,,9,,1,,,,,,1,,,,,,,,,,,,,,,
13,27:39:00,A1-3,B2-L4,Parent,"9,. Okay, okay, that hurts. There's one more question. The Blue Cat currently wears 4 socks on his 4 feet. If the cat takes off 2 of his socks? How many are left?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:01:00,A1-3,B2-L4,Child,2,,,,,,,,,1,,1,,2,1,,,,,,,,,1,,,,,,,,,,,,,
13,28:02:00,A1-3,,Parent,Good job. All right. Do you need to go take a pee break?,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:15:00,A1-3,,Child,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:16:00,A1-3,,Parent,Okay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:19:00,A2-1,,Researcher,"Books and then later, we will just you know the robot when we start to robot it will guide you to start with this tutorial, which will just teach you how to interact with it how to what features it has, then then the robot will guide you to select a book and then you can start any other book that you prefer. And then I would encourage you to read as natural as possible when you add up when you add home. And then usually when you encounter a tag in the book, you have the option to show it to the robot and even get a response so",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:49:00,A2-1,,Parent,am I interacting with the robot or are we interacting together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:53:00,A2-1,,Researcher,you are together so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:55:00,A2-1,,Parent,we're all reading together?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:56:00,A2-1,,Researcher,You're all reading together? There's no right or wrong to do anything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28:59:00,A2-1,,Parent,is the robot instructing or is a robot learning or reading or yeah you will be working with us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:08:00,A2-1,,Researcher,yeah so you will see what the robot could do it and then you will you can choose how you want to use how you want to how you want to use these features with [child] yeah there's no right or wrong and whatever you're comfortable with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:22:00,A2-1,,Child,she's sleeping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:24:00,A2-1,,Parent,she went to sleep he was his eyes were open or their eyes Misty. Read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:35:00,A2-1,,Child,Can you wake up the robot?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:37:00,A2-1,,Researcher,"Yeah, we're just waking up. Do you know her name?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:40:00,A2-1,,Parent,Read with Misty. is misty a girl robot. A girl robot. Hi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:47:00,A2-1,,Robot,Great to see you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:49:00,A2-1,,Parent,It's great to see you. Do you want to say anything to Misty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:54:00,A2-1,,Child,No I just want to read.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,29:58:00,A2-1,,Parent,Misty is smiling. And okay ready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30:02:00,A2-1,,Robot,it's so nice to meet you. I'm looking forward to spending time with you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30:10:00,A2-1,,Child,Me too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30:13:00,A2-1,,Robot,My friends at UW Madison prepared a booklet so I can teach you what I can do one thing you need to know about me is that I sometimes have difficulty understanding what you say. So the best way to communicate with me is through some special tags can you first show me the special tag on the back of the book named read with Misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30:40:00,A2-1,,Parent,can she see it or should we hold it up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30:41:00,A2-1,,Researcher,"up. Yeah, you should hold it up from the cameras here and then you'll see a green light that means she got it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30:46:00,A2-1,,Robot,perfect now you know how to let me know which book you want to read. You can start reading the book named read with Misty to me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30:55:00,A2-1,,Parent,"Okay, read with Misty This is misty. Hi. Misty loves to read books with friends. Misty has a thought to share show this tag to Misty now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,31:28:00,A2-1,,Robot,How many cats can you see on the bottom of this page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,31:35:00,A2-1,,Child,3,,,,,,,,,1,,1,,3,1,,,,1,,,,,,,,,,,,,,,,,,
13,31:41:00,A2-1,,Parent,To hear Misty's response to the question press answer press the left front bumper now supposed to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,31:50:00,A2-1,,Researcher,you have to press like this and once you see the green light that means Misty got it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,31:56:00,A2-1,,Robot,I can see three cats there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,31:59:00,A2-1,,Parent,so she answered. very cool. Misty has another thought to share share show this tag to Misty now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32:16:00,A2-1,,Robot,would you like to start reading together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32:21:00,A2-1,,Child,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32:25:00,A2-1,,Parent,good to tell Misty to repeat. Press the right front bumper now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32:30:00,A2-1,,Robot,Would you like to start reading together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32:33:00,A2-1,,Parent,so she asked us again because we said repeat okay to tell Misty Yes. Press the left front bumper now say yes. Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32:48:00,A2-1,,Robot,Great. You can check out how to pause continue or quit on page number eight. Now that you know how to interact with me we can read another book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:00:00,A2-1,,Researcher,it's part of what your show will probably be okay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:05:00,A2-2,,Robot,What books do you want to read? Just show me the tag on the back of it when you're ready.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:11:00,A2-2,,Parent,"Pete the cat Okay, there we go",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:17:00,A2-2,,Researcher,"a little lower because a tag though. Oh yeah, I didn't see it. Yeah, okay, got it. She get it you want to read what it turned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:24:00,A2-2,,Parent,out? Perfect. turn green ever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:27:00,A2-2,,Researcher,Oh really? Yeah. Like this part of the library? I'm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:30:00,A2-2,,Parent,just not looking I'm looking up here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:32:00,A2-2,,Researcher,no worries okay all right. She got Okay. So then you can start read as naturally as you want and then when you encounter attack you can you have the option to show it to Misty and then you also have an option to get misty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:46:00,A2-2,,Parent,"Okay, I just don't know where [person] went so maybe he didn't even come in did he?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:53:00,A2-2,,Researcher,We can help find him. Is he around? We'll go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33:57:00,A2-2,,Parent,"I'll go get Can I just say Get off me for one. I'm just gonna go give him [person] because I don't think we need [person] here. Oh, yeah, we're gonna go we're gonna read that fun book in one minute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:09:00,A2-2,,Researcher,Can we wait for you? Do you like Misty do you wanna touch misty? I can touch a bit gentle. Be gentle. What do you think Misty is thinking?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:24:00,A2-2,,Child,I don't know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:24:00,A2-2,,Researcher,You don't know. Do you like Misty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:31:00,A2-2,,Child,Yeah.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:33:00,A2-2,,Researcher,What do you think Misty can do with you?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:40:00,A2-2,,Parent,"All right, here we go.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:41:00,A2-2,,Robot,Let's begin Reading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,34:42:00,A2-2,,Parent,"Oh, great. Let's begin Misty. Pete the cat and the perfect pizza party. Pete the cat loves pizza. Pete the cat loves parties so Pete has an idea of what he could do. Oh",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,35:08:00,A2-2,L1-1,Robot,Can you count the number of trees?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,35:12:00,A2-2,L1-1,Child,1,,,,,,,,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,
13,35:13:00,A2-2,L1-1,Parent,and then you press answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,35:21:00,A2-2,L1-1,Child,it's not green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,35:22:00,A2-2,L1-1,Robot,1 there is one tree close to the red house.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,35:26:00,A2-2,,Parent,Yeah. He would have the perfect pizza party. You are invited to Pete's pizza party fun music games bring your swim suits. Show Misty.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,35:52:00,A2-2,,Robot,3 different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,35:54:00,A2-2,,Child,no it turned green piece I started to win on the table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:01:00,A2-2,,Parent,you are so much better looking than I am. Good eyes. Do you want to repeat the question because I think you were talking when she was talking. So repeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:14:00,A2-2,L1-2,Robot,Can you name three different colors that are on the page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:20:00,A2-2,L1-2,Child,"Red, yellow, blue, white, black.",,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
13,36:26:00,A2-2,L1-2,Parent,that's 5 colors.,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
13,36:28:00,A2-2,L1-2,Child,Blue.,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:29:00,A2-2,L1-2,Parent,Dark blue. cool that's a lot of colors do wanna press answer and see what she says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:41:00,A2-2,L1-2,Robot,"3 colors that I see are yellow, blue and black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:49:00,A2-2,,Parent,Pete's pizza party Pete's friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:54:00,A2-2,,Child,This black or this black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,36:58:00,A2-2,,Parent,I don't think she can. I don't do i  just like answer. I think she can only talk about certain things. I don't know if she can answer that question.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,37:09:00,A2-2,,Researcher,"Oh yeah, because there's so far she can only answer certain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,37:14:00,A2-2,,Parent,"we're not ready for that. Yeah, okay. Pete's Pizza party Pete's friends all arrived. It was the time to build the perfect pizza together. That would make the pizza even better. Pete thought the perfect pizza would be pepperoni with extra cheese and now we can ask Misty a  question Did you see it to go green?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,37:38:00,A2-2,,Child,Go Green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,37:39:00,A2-2,L2-1,Robot,Can you count the number of pepperonis Pete has on the pizza so far?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,37:45:00,A2-2,L2-1,Child,"1, 2, 3, 4, 5, 6, 7",,,,,,,,,1,,1,,7,,1,,1,,,,,,,,,,,,,,,,,,,
13,37:59:00,A2-2,L2-1,Robot,I counted 7 pepperoni slices. I love pepperoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,38:09:00,A2-2,,Parent,It's a party of party a pepperoni pizza party. I think we have to show her the right way because it doesn't matter. Oh it turned green or not quite green turned like I don't know deep blue,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,38:49:00,A2-2,,Child,Misty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,38:57:00,A2-2,,Parent,Oh yeah there we go.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,39:00:00,A2-2,L1-3,Robot,How many of Pete's friends are not green?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,39:04:00,A2-2,L1-3,Parent,How many of Pete's friends are not green.,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
13,39:06:00,A2-2,L1-3,Child,"1, 2, 3",,,,,,,,,1,,1,,3,1,,,,,1,,,,,,,,,,,,,,,,,
13,39:22:00,A2-2,L1-3,Robot,Pete has 3 friends who are not all green. He has so many friends.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,39:29:00,A2-2,,Parent,That is so crazy. It's a party. It's a pepperoni pizza party. But everyone did not agree. I didn't like that. Kind of bugs me.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,39:43:00,A2-2,,Child,Can we start playing with Misty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,39:46:00,A2-2,,Parent,This is how we play with Misty. Hello.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,39:52:00,A2-2,,Child,Why can't I show her this thing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,39:54:00,A2-2,,Parent,You know what she is? She has limited She's What do you say she can't just do anything and she can only do books. She can only read these books. Kelly said pepperoni would be just fine. So we're kind of reading with her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:11:00,,,Child,Can she color?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:14:00,A2-2,,Researcher,"Do you want you to we can talk about your ideas later if you want. Yeah, we're almost done with the book. You can share with",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:20:00,A2-2,,Parent,But I really love pretzels on mine. Do you want to share this with Misty? Do you want to ask her? This page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:27:00,A2-2,,Child,Yeah.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:29:00,A2-2,,Parent,show her this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:35:00,A2-2,L2-2,Robot,How many animals are wearing a hat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:38:00,A2-2,L2-2,Child,"1, 2, 3, 4, 5, 6, 7.",,,,,,,,,1,,,1,7,,1,,1,,,,,,,,,,,,,,,,,,,
13,40:53:00,A2-2,L2-2,Robot,There are 6 animals wearing a hat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40:57:00,A2-2,L2-2,Parent,I think that you count twice. That's funny. ,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,
13,40:57:00,A2-2,L2-2,Parent,"Well, that's something new, but maybe pretzels could be groovy too. Or we're gonna put pretzels on this pizza. It's a party. It's a party of pepperoni pretzel pizza party. Oh, it's gonna be hard to read pretty soon I think. Because it's a lot of p's. Yes, you may maybe hold a little closer. Good. Excellent.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,41:25:00,A2-2,L1-4,Robot,Can you count the number of Pete's friends in the pool in an animal shaped floatie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,41:29:00,A2-2,L1-4,Child,"1, 2, 3, 4. This one is not, this one is not.",,,,,,,,,1,,1,,4,,1,,1,,1,,,,,,,,,,,,,,,,,
13,41:29:00,A2-2,L1-4,Parent,If you're ready to answer press answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,41:51:00,A2-2,L1-4,Robot,4 of Pete's friends are an animal shaped floaties. That looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,41:59:00,A2-2,,Parent,I like that she smiles she's like cute. Squirrel said pepperoni and pretzels would be just fine. But I really love pistachoon mine.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,42:10:00,A2-2,,Child,I want to ask her stuff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,42:13:00,A2-2,,Parent,"At the end we can ask her Pete and the game were puzzled pistachios. Well, that's something new",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,42:25:00,A2-2,L2-3,Robot,The alligator has some sharp teeth. Can you count the number of teeth he has?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,42:30:00,A2-2,L2-3,Child,"1, 2, 3, 4, 5, 6, 7.",,,,,,,,,1,,,1,7,,1,,1,,,,,,,,,,,,,,,,,,,
13,42:45:00,A2-2,L2-3,Parent,"1, 2, 3, 4, 5, 6, 7. We might have missed one. That's okay.",,1,,,,,,,,,,,7,,1,,1,,,,,,,,,,,1,,,1,,,,,
13,43:00:00,A2-2,L2-3,Child,"Yeah, answer. Oh, geez. he's an alligator with sharp teeth.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,43:11:00,A2-2,L2-3,Robot,looks like the alligator has 8 teeth. He probably has more in his mouth too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,43:20:00,A2-2,,Parent,it's a party a party a pepperoni pretzel pistachio pizza party,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,43:30:00,A2-2,L3-1,Robot,I see 6 animals dancing on the page. What number comes after 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,43:40:00,A2-2,L3-1,Child,7,,,,,,,,,1,,1,,7,,1,,,,,,1,,,,,,,,,,,,,,,
13,43:49:00,A2-2,L3-1,Robot,there are 6 animals on the page. The number after 6 would be 7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,43:58:00,A2-2,,Parent,Grumpy Toad said pepperoni pretzels and pistachios would be just fine but I really love pickles on mine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:16:00,A2-2,L2-4,Robot,How many pickles did toad bring?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:19:00,A2-2,L2-4,Parent,How many pickles did toad bring?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
13,44:25:00,A2-2,L2-4,Child,"1, 2, 3, 4, 5. He bringed 5.",,,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,,,,,,
13,44:36:00,A2-2,L2-4,Parent,he brought 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:40:00,A2-2,L2-4,Robot,Toad brought 5 pickles to put on the pizza. It is so silly of him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:45:00,A2-2,L2-4,Child,Why so silly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:46:00,A2-2,L2-4,Parent,"Well, don't you think that pickles on pizza is silly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:50:00,A2-2,L2-4,Robot,How many Pickles did Toad bring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:56:00,A2-2,L2-4,Researcher,He it accidentally scan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:57:00,A2-2,L2-4,Parent,"Oh, he did?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,44:58:00,A2-2,L2-4,Researcher,Yeah.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45:01:00,A2-2,L2-4,Robot,"Toad brought 5 pickles to put on the pizza, it is so silly of him.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45:06:00,A2-2,,Parent,"It is super silly. No, don't do it again. Well, that's something new. It's a party. It's a party. Pepperoni pretzel pistachio pickle pizza. All right, one more tag. Here's another tag or several more tags",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45:24:00,A2-2,,Researcher,I think you've covered it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45:42:00,A2-2,L3-2,Robot,Are there more squares or circles on the board where they are throwing the balls to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45:46:00,A2-2,L3-2,Parent,Do you see more squares or more circles?,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
13,45:48:00,A2-2,L3-2,Child,No there's 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45:52:00,A2-2,L3-2,Parent,Are there more squares or more circles? Which do you see more of more squares or more circles?,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,
13,46:04:00,A2-2,L3-2,Child,"Well, we do have 1 more duck here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,46:09:00,A2-2,L3-2,Robot,I wish I could play that game. There are more squares on the board.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,46:13:00,A2-2,L3-2,Parent,"Because there's 1, 2 squares and 1 circle. And 2 is more than 1.",,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,,
13,46:19:00,A2-2,L3-2,Child,"Yeah, does look pretty fun.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,46:22:00,A2-2,,Parent,well this guy wants to add popcorn should we see this tag? Maybe popcorn can be groovy too. So can we skip some? Can we skip them a if he wants. Let me see. Your choice.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,46:49:00,A2-2,L4-1,Robot,How many pickles would be left on the pizza if Pete ate 2 of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,47:08:00,A2-2,L4-1,Robot,How many pickles would be left on the pizza if Pete ate 2 of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,47:13:00,A2-2,L4-1,Parent,on the pizza how many pickles will be left on the pizza if Pete ate 2 pickles off the pizza?,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
13,47:25:00,A2-2,L4-1,Child,7,,,,,,,,,1,,,1,7,,1,,,,,,,,1,,,,,,,,,,,,,
13,47:25:00,A2-2,L4-1,Robot,since there are 7 pickles on the pizza if Pete ate 2 there will be 5 left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,47:31:00,A2-2,L4-1,Parent,"1, 2, 3, 4, 5. I'm saying if Pete ate two pickles. There would be 1, 2, 3, 4, 5 left on the pizza It's a party a party a pepperoni pretzel pistachio pickled popcorn pizza party. I want to ask is",,1,,,,,,,,,,,5,,1,,1,,,,,,1,,,1,,,,,,,,1,,
13,47:54:00,A2-2,,Child,I wanna be all done.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,47:57:00,A2-2,,Parent,"it's a party it's a party it's pepperoni pizza party is bounce house. Oh my goodness. They wanted to add papaya. Then they added that's all out of sight dynamite just right. In the end, the perfect pizza is a pizza shared with friends. Doesn't matter what you put on it.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:21:00,A2-2,L4-4,Robot,How many animals would be wearing hats if we took away one of them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:25:00,A2-2,L4-4,Child,I gotta tell her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:28:00,A2-2,L4-4,Parent,"well, she asked you a question about the book. Do you wanna look? Do you want to answer she asked you a question about this page the last page",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:40:00,A2-2,L4-4,Child,so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:41:00,A2-2,L4-4,Parent,I don't remember the question Do you want to repeat,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:46:00,A2-2,L4-4,Robot,how many animals would be wearing hats if we took away one of them?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:51:00,A2-2,L4-4,Child,Still like say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48:57:00,A2-2,L4-4,Parent,"Okay, so let's take away that one. So take away Pete if you want to take away Pete I'll take away Pet. And then I'll take away your toad because he's easier to take away. You can now count all the animals have hats.",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,
13,49:09:00,A2-2,L4-4,Child,"1, 2, 3, 4, 5.",,,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,,,,,,
