ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,
10,50:25:00,A2-2,L3-2,Robot,That game looks fun. It looks like there are more cats than alligators.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,50:30:00,A2-2,,Parent,It's like a smiley face.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,50:35:00,A2-2,,Parent,"Gus said pepperoni, pretzel, pistachio and pickles would be fun, but I really love popcorn on mine. pete and the gang, we're puzzled popcorn. Well, that's something new. But maybe popcorn could be groovy.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,50:55:00,A2-2,L4-1,Robot,How many friends would Pete have at the party if one more friend joined?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,51:00:00,A2-2,L4-1,Parent,"So all these friends are at the party. And if one more comes how many friends would there be? Oh, well, let's figure it out together, he's Pete the cat. So he he's not a friend. 3, 4, 5 and the new friend was coming.",,1,,,,,,,,,,,5,,1,,1,,,,,1,,,1,,,,,,,,,1,,,,,
10,51:30:00,A2-2,L4-1,Child,7. Okay.,,,,,,,,,1,,,1,7,,1,,,,,,,1,,,,,,,,,,,,,,,,,
10,51:34:00,A2-2,L4-1,Robot,Pete has 5 friends at the party. So if one more friend joined he would have 6 friends. That looks like fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,51:43:00,A2-2,,Parent,"It's a party. It's a party. It's a pepperoni pretzel, pistachio pickle pizza party. Pizza Pizza party bus.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,51:54:00,A2-2,L3-3,Robot,Pete and his friends have 6 balloons. What number comes after 6?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52:03:00,A2-2,L3-3,Child,I don't know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52:06:00,A2-2,L3-3,Parent,"Well, let's count and see what the next number would be.",,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
10,52:09:00,A2-2,L3-3,Child,"1, 2, 3, 4, 5, 6, 7",,,,,,,,,1,,1,,7,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
10,52:16:00,A2-2,L3-3,Robot,"if there was 1 more than 6 balloons, there would be 7 balloons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52:21:00,A2-2,,Parent,"Alligators said pepperoni, pretzels, pistachios, pickles and popcorn would be just fine, but I really love papaya on mine.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52:29:00,A2-2,,Child,I love papaya.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52:32:00,A2-2,,Parent,"We haven't had in a long time. Maybe you've changed your mind. Now Pete and the gang we're really puzzled papaya Well, that would be something new.",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52:42:00,A2-2,L4-2,Robot,How many papayas? Would there be if the alligator got 1 more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52:45:00,A2-2,L4-2,Parent,this battery's running low on this laptop. But maybe papaya would be groovy to bounce house. It's a part it's a part it's a pepperoni pickled pistachio popcorn papaya pizza party. pete in the gang oops I skipped does this misty read upside down,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,53:21:00,A2-2,L3-4,Robot,are there more alligators or cats in the bouncy house?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,53:26:00,A2-2,L3-4,Child,No. There's more. alligatiors more,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,53:30:00,A2-2,L3-4,Parent,alligators. Can you show me where the alligators are? That's a frog. There's one alligator how many cats are there?,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,
10,53:42:00,A2-2,L3-4,Child,Two.,,,,,,,,,1,1,,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,53:43:00,A2-2,L3-4,Parent,Were the 2 cats on the bouncy house. I guess that's kind of the slide.,,1,,,,,,,,,,,2,1,,,,1,,,,,,,,,1,,,,,,,,,,,,
10,53:51:00,A2-2,L3-4,Robot,There is 1 alligator and 1 cat in the bouncy house. So there are equal amounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,53:57:00,A2-2,L3-4,Parent,Theyre  the same. This one I guess doesn't count because he's not in the house.,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,
10,53:57:00,A2-2,,Parent,He's on the side Pete and the gang. piled the pepperoni pizza pistachio pickles popcorn papaya on top of pizza. It was so high. That pizza was done.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,54:17:00,A2-2,L4-3,Robot,How many slices of pizza would be left if two of Pete's friends ate their slices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,54:23:00,A2-2,L4-3,Parent,Try something new. It might be fun. They all build up the courage and take a bite the first bite and so let's repeat the question,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,54:38:00,A2-2,L4-3,Child,I was seeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,54:44:00,A2-2,L4-3,Robot,how many slices of pizza would be left if 2 of Pete's friends ate their slices.,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,54:51:00,A2-2,L4-3,Parent,How many pieces of pizza will be left? there's one left over here? only 2 of them eaten how many pizzas are left,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,
10,55:02:00,A2-2,L4-3,Child,"0,1",,,,,,,,,1,,,1,1,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,
10,55:03:00,A2-2,L4-3,Parent,"There's 1 on the plate? How many of the friends who hadn't eaten yet? Those would count, what number would that be?",,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
10,55:17:00,A2-2,L4-3,Child,1,,,,,,,,,1,1,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,
10,55:18:00,A2-2,L4-3,Parent,just one?,,1,,,,,,,,,,,1,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,
10,55:20:00,A2-2,L4-3,Robot,"if petes friends ate 2 slices, there would only be 2 left for the group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,55:36:00,A2-2,,Parent,"and the pepperoni pizza pistachio pickled popcorn papaya pizza was out of sight dynamite just right. In the end, the perfect pizza was pizza shared with friends.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,55:54:00,A2-2,L4-4,Robot,How many Animals would be wearing hats if we took away 1 of them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,55:58:00,A2-2,L4-4,Parent,"Okay, all these animals are wearing hats. And if one wasn't how many? Good. Now count all the hats.",,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,
10,56:07:00,A2-2,L4-4,Robot,"If we took away 1 hat, there would be 5 left.That's the end of the book. Great job. Do you want to read another book today?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,56:19:00,A2-2,L4-4,Child,Yes. Yes. Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,56:41:00,A2-3,,Robot,what books do you want to read? Just show me the tag on the back of it when you're ready.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,56:49:00,A2-3,,Parent,Just one,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,56:50:00,A2-3,,Robot,You wnat to read how the babysitter grandma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,56:55:00,A2-3,,Parent,"Okay. Do I say yes, yes. Yes.",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,57:01:00,A2-3,,Robot,Let's begin reading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,57:03:00,A2-3,,Parent,"How to babysit a grandma. When you babysit grandma, if you're lucky its a sleepover at her house.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,57:14:00,A2-3,L1-1,Robot,Can you count the number of family members wearing skirts?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,57:20:00,A2-3,L1-1,Parent,Who's got skirts on? 1,,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,
10,57:30:00,A2-3,L1-1,Robot,1 only mom is wearing a skirt. The rest of the family is wearing pants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,57:37:00,A2-3,,Parent,What should you do when you get to her door put on the disguise and say guess who to knock with a Secret Knock that only she knows. Tap tap tap and tap. If you'd like cat's meow if you like dogs bark if you like goldfish when she opens the door shout grandma your babysitter is here.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,58:00:00,A2-3,L1-2,Robot,How many bows are there in the little girl's hair?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,58:06:00,A2-3,L1-2,Child,2,,,,,,,,,1,,1,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,58:07:00,A2-3,L1-2,Parent,Touch one screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,58:09:00,A2-3,L1-2,Child,2,,,,,,,,,1,,1,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,58:12:00,A2-3,L1-2,Robot,there are 2 red bows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,58:14:00,A2-3,,Parent,Hug your mom and dad goodbye and don't be sad. I'll be home soon. No tell your grandma. All the fun things you had planned. How to keep grandma busy go to the park big snickerdoodles have a custom parade. Go to the park to swing play hide and seek go to the park to have a dancing puppet show where you stack for books go to the park to take photos do puzzles played cards as as the babysitter you need to let her choose of course she'll want to,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,58:44:00,A2-3,L2-1,Robot,how many fingers does the little girl have in total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,58:47:00,A2-3,L2-1,Child,"5, 5",,,,,,,,,1,1,,,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10,58:51:00,A2-3,L2-1,Robot,she has 10 fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,58:54:00,A2-3,L2-1,Parent,5 on his hand and 5 on that hand 5 plus 5 is,,1,,,,,,,,,,,5,,1,,,,,,,1,,,1,,,,,,,,,,,,,,
10,59:00:00,A2-3,L2-1,Child,10,,,,,,,,,1,,1,,10,,1,,,,,,,1,,,,,,,,,,,,,,,,,
10,59:04:00,A2-3,,Parent,"okay so may ask the question of course shell watch you go to the park. What to do at the park slide down the book the slide and the twirly effects like if she's feeling brave, try the tallest slide of all. Push your grandma on the swing but not too high remind her to pump her legs. Feed the duck show her how to get or how to help the shy ones get some food too. Don't forget good babysitters always say five more minutes before it's time to go.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,59:33:00,A2-3,L1-3,Robot,How many ducks have green necks?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,59:39:00,A2-3,L1-3,Child,3,,,,,,,,,1,,1,,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,59:45:00,A2-3,L1-3,Robot,There could be 3 or 4 because 1 duck is underwater. I wonder what color its neck might be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,59:51:00,A2-3,,Parent,Might be green too we don't know. Back at home plan some fun how to play with grandma. Get two microphones and sing a duet. Or make up a new song. Light up all the shoes and play the shoe shop. If your grandma likes fancy things decorate her with ribbons and bows and stickers and show tada when you hand Grandma I'm near.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:00:18,A2-3,L2-2,Robot,Can you count the number of orange beads you can see in grandma's hair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:00:24,A2-3,L2-2,Child,There is 1 bead in grandma's hair,,,,,,,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10,1:00:29,A2-3,L2-2,Robot,you can see there are 8 orange beads.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:00:32,A2-3,L2-2,Parent,"Let's count them 1, 2, 3, 4, 5, 6, 7, 8 each of the circle is a bead but once 1 strand of beads is orange, I understand why you chose that answer. ",,1,,,,,,,,,,,8,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,
10,1:00:32,A2-3,L2-2,Parent,"So it's time for dinner. Your grandma may be a yummy cook, but share your trick to make everything taste even yummier add sprinkles to anything well almost anything arrange the food and make silly faces shutyour eyes and take a bite and say mm",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:01:11,A2-3,L3-1,Robot,what do they have more of On the Table eggs or fries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:01:15,A2-3,L3-1,Parent,you tell it more eggs or fries?,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
10,1:01:21,A2-3,L3-1,Child,More eggs no fries,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,1:01:24,A2-3,L3-1,Robot,There are more fries than eggs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:01:29,A2-3,,Parent,When the stars get dark outside you take your,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:01:34,A2-3,L2-3,Robot,how many dark green trees do you see over the fence?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:01:41,A2-3,L2-3,Child,"1, 2, 3, 4, 5 there's 5",,,,,,,,,1,,,1,5,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
10,1:01:47,A2-3,L2-3,Robot,There are 6 of them. They look very tall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:01:52,A2-3,,Parent,That was barely broken out. head back inside and read some books turn the pages so she can slow so she can find everything. Asked her grandma for stories about when your mom was little. What was mom's favorite things to do in the park? Did she ever get in trouble? Was her grandma as fun as you teach her how to say I love you without making a sound means point to your eye into your heart and do I love you,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:02:28,A2-3,L3-2,Robot,it looks like there are 5 books. What number comes after 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:02:36,A2-3,L3-2,Child,8,,,,,,,,,1,,,1,8,,1,,,,,,1,,,,,,,,,,,,,,,,,,
10,1:02:37,A2-3,L3-2,Parent & Child,"1, 2, 3, 4, 5, 6",,1,,,,,,,,,1,,6,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,
10,1:02:48,A2-3,L3-2,Robot,number 6 what comes after 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:02:50,A2-3,,Parent,"you push the button next time. I'm sorry. I keep forgetting. Now your grandma, your grandma choose where to sleep in a tent on the floor. On the couch in the bed in the big bed. If she asks, Should we leave the nightlight on the hall light on the door open answer Yeah, yeah, yeah.",1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:03:12,A2-3,L4-1,Robot,Grandma wants to put two more blankets on how many blankets would she have?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:03:23,A2-3,L4-1,Child,3,,,,,,,,,1,,1,,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,
10,1:03:27,A2-3,L4-1,Parent,and push the button,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:03:29,A2-3,L4-1,Child,3,,,,,,,,,1,,1,,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,
10,1:03:32,A2-3,L4-1,Robot,she would be having 3 blankets on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:03:38,A2-3,,Parent,"both tucked in on the ground, make shadow foxes have your shadow foxes kiss goodnight",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:03:54,A2-3,L3-3,Robot,where can you see more fingers on the shadow foxes or the little girl's hand?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:04:02,A2-3,L3-3,Child,"1, 2, 3, 4, 5, 6, 7",,,,,,,,,1,,,1,7,,1,,1,,,1,,,,,,,,,,,,,,,,,,,
10,1:04:12,A2-3,L3-3,Parent,And then how many on our hands?,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,
10,1:04:16,A2-3,L3-3,Child,"1, 2, 3, 4",,,,,,,,,1,1,,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,
10,1:04:24,A2-3,L3-3,Parent,"Okay, I see 1, 2, 3, 4, 5, 6, 7, 8, 9 I see 9 over here and 7 there. Which one has Which one do you see more? Okay",,1,,,,,,,,,,,9,,1,,,,,1,,,,,1,1,,,,,1,,,,,,,,
10,1:04:39,A2-3,L3-3,Robot,the little girl has more fingers than the shadow strange.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:04:45,A2-3,,Parent,If she's missing your mom and dad tell her theyll be here tomorrow bright and early in the morning when you hear the door knock open the door dressed up as twins,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:05:01,A2-3,,Child,dressed up as twins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:05:04,A2-3,L4-2,Robot,two more flowers on grandma's hat. How many flowers would there be in total?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:05:10,A2-3,L4-2,Parent,They want to add 2 more. Can you count how many flowers before there were 2 more? There'll be no you don't take away we want to do adding,,1,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,
10,1:05:19,A2-3,L4-2,Child,3,,,,,,,,,1,,,1,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,
10,1:05:20,A2-3,L4-2,Parent,Lets count them,,1,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,,,
10,1:05:21,A2-3,L4-2,Parent & Child,"1, 2, 3, 4, 5, 6",,1,,,,,,,1,,1,,6,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,
10,1:05:29,A2-3,L4-2,Parent,because this will be adding two more. So if we added two more on the hat how many flowers will there be?,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,,,,,,
10,1:05:39,A2-3,L4-2,Parent & Child,"5, 6 Press the button",,1,,,,,,,1,,1,,6,,1,,1,,,,,,,,,,,,,,1,,,,,,,,
10,1:05:46,A2-3,L4-2,Robot,there would be 6 flowers in total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:05:49,A2-3,,Parent,After you're all packed up comes the hardest part. Goodbye time. How to say goodbye to a grandma. let her borrow some sprinkles some books some stickers some ribbons say I love you without making a sound remember how to do that?,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:06:02,A2-3,,Child,I love you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:06:04,A2-3,,Parent,nice give her a big hug and ask when can you babysit again?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:06:19,A2-3,L4-3,Robot,If grandma gave each mom and dad a hug after hugging the girl how many hugs Has she given?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1:06:26,A2-3,L4-3,Parent,So she hugs the girl the mom and the dad how many hugs does she give,,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,1,,,,,
10,1:06:34,A2-3,L4-3,Child,3,,,,,,,,,1,,1,,3,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
10,1:06:39,A2-3,L4-3,Robot,"grandma would have given 3 hugs. Thats the end of the book Great job do you want to continue reading today okay,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
