ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,
1,43:14:00,A2-2,L3-3,Parent,"Good job! you did it. Alright, alligator said pepperoni, pretzels, pistachios, pickles and popcorn would be just fine, but I really love papaya on mine. Now Pete and the gang are really puzzled. Papaya? Well, that's something new, but maybe papaya could be groovy too. Have you had papay before?",1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,43:42:00,A2-2,,Child,Yep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43:44:00,A2-2,,Parent,You've probably tried it.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43:45:00,A2-2,L4-2,Robot,How many papayas would there be if the alligator got 1 more?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43:49:00,A2-2,L4-2,Child,"1, 2, 3, 4, 5.",,,,,,,,,1,,1,,5,,1,,1,,,,,1,,,,,,,,,,,,,,
1,43:55:00,A2-2,L4-2,Robot,"If the alligator got 1 more papaya, there would have 5 papayas. Yummy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44:06:00,A2-2,,Parent,"It's a party, a party, a pepperoni, pretzel, pistachio, pickle, popcorn, papaya pizza party? Tha's a lot.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44:17:00,A2-2,L3-4,Robot,Are there more friends in the bouncy house or outside of the bouncy house?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44:21:00,A2-2,L3-4,Child,"Okay, guys, more friends inside the bouncy house.",,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
1,44:32:00,A2-2,L3-4,Robot,There are 3 friends inside and 3 friends outside. So there are equal amounts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44:38:00,A2-2,L3-4,Parent,All you are too quick to answer.,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1,44:41:00,A2-2,L3-4,Child,What?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44:41:00,A2-2,L3-4,Parent,"They are equal. 1, 2, 3. 1, 2, 3. There's the same number of friends inside as there are outside.",,1,,,,,,,,,,,3,1,,,1,,1,1,,,,,,,1,,,,,,,1,,
1,44:49:00,A2-2,L3-4,Child,What do we do?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44:50:00,A2-2,L3-4,Parent,"She told you they are equal, and equal are the same.",,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,
1,44:55:00,A2-2,,Parent,"In the game, piled the pepperoni, pretzels, pistachios, pickle, popcorns and papaya on top. The pizza was so high they had to stop. Ding! The pizza was done. Trying something new might be fun. They all built up the courage to take a first bite in the pepperoni pretzel pistachio pickle popcorn papaya pizza was...",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45:26:00,A2-2,L4-3,Robot,How many slices of pizza would be left if 2 of Pete's friends ate their slices?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45:34:00,A2-2,L4-3,Child,"1, 2, 3, 4",,,,,,,,,1,,,1,4,,1,,1,,,,,,1,,,,,,,,,,,,,
1,45:42:00,A2-2,L4-3,Parent,Is that your answer or do you want help?,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1,45:44:00,A2-2,L4-3,Child,I want help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45:45:00,A2-2,L4-3,Parent,"Okay, so how many of Pete's friends have a piece of pizza? Wait, should we? Let's repeat the question again.",,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,
1,45:56:00,A2-2,L4-3,Robot,How many slices of pizza would be left if 2 of Pete's friends ate their slices?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:02:00,A2-2,L4-3,Parent,I think he's counting all of his friends. And 2 then...how many are there left?,,1,1,,,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,1,,
1,46:08:00,A2-2,L4-3,Child,"There'd be 1, 2 left.",,,,,,,,,1,,1,,2,1,,,1,,,,,,1,,,,,,,,,,,,,
1,46:13:00,A2-2,L4-3,Parent,"Okay, see if you are right.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:18:00,A2-2,L4-3,Robot,"If Pete's friends ate 2 slices, there would only be 2 left for the group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:23:00,A2-2,L4-3,Parent,"Good job! Out of sight, [mubling], just right. In the end, the perfect pizza is a pizza shared with friends.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,46:38:00,A2-2,,Child,What does that say? On a bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:39:00,A2-2,,Child,[?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:41:00,A2-2,,Child,So what's...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:43:00,A2-2,,Parent,[?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:44:00,A2-2,,Child,[?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:44:00,A2-2,,Parent,You won't get that because we don't eat dairy. But what's your favorite toppings on pizza?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:50:00,A2-2,,Child,All those,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:51:00,A2-2,,Parent,All this you will eat this pizza? Yeah?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:55:00,A2-2,,Child,All those different toppings on it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46:58:00,A2-2,,Parent,"Well, we can make it you can tell me how good it is.",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:00:00,A2-2,L4-4,Robot,How many animals would be wearing hats if we took away 1 of them?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:04:00,A2-2,L4-4,Child,"1, 2, 3, 4",,,,,,,,,1,,,1,4,,1,,1,,,,,,1,,,,,,,,,,,,,
1,47:15:00,A2-2,L4-4,Robot,"If we took away 1 hat, there would be 5 left.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:20:00,A2-2,L4-4,Parent,"There's 1, 2, 3, 4, 5...",,1,,,,,,,,,,,5,,1,,1,,,,,,1,,,1,,,,,1,,,,,
1,47:22:00,A2-2,,Robot,You've finished the book. Do you want to read more today?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:27:00,A2-3,,Parent,Do you want to read more today?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:28:00,A2-3,,Child,Yes. And why does this look like that [laughing]?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:38:00,A2-3,,Parent,Yes. You have to hit yes.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:39:00,A2-3,,Child,Which one is yes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:40:00,A2-3,,Parent,You know.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:46:00,A2-3,,Robot,What book do you want to read? Just show me the tag on the back of it when you're ready.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47:56:00,A2-3,,Robot,You want to read How to Babysit a Grandma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:01:00,A2-3,,Parent,"You have to answer, she has the question.",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:04:00,A2-3,,Child,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:05:00,A2-3,,Robot,Let's begin reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:12:00,A2-3,,Parent,How to babysit a grandma? In their car? How many people are in their car?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:22:00,A2-3,,Child,"1, 2, 3.",,,,,,,,,,,1,,3,1,,,,,1,,,,,,,,,,,,,,,,,
1,48:27:00,A2-3,,Parent,"Alright when you babysit a grandma, if you're lucky, it's a sleepover at her house. Or do you want to start doing this? Do you want to put the tag up?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:39:00,A2-3,,Child,Nope.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:39:00,A2-3,,Parent,You want me to?,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:43:00,A2-3,L1-1,Robot,Can you count the number of family members wearing skirts?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:48:00,A2-3,L1-1,Child,"1, 2, 3, 4",,,,,,,,,1,,,1,4,,1,,,,1,,,,,,,,,,,,,,,,,
1,48:51:00,A2-3,L1-1,Parent,You know what a skirt is?,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,
1,48:54:00,A2-3,L1-1,Child,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48:58:00,A2-3,L1-1,Parent,"A skirt is like shorts, but it don't connect in the middle. So how many...?",,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1,49:05:00,A2-3,L1-1,Child,"1, 2. 2!",,,,,,,,,1,,,1,2,1,,,,,1,,,,,,,,,,,,,,,,,
1,49:15:00,A2-3,L1-1,Robot,Only mom is wearing a skirt. The rest of the family is wearing pants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49:19:00,A2-3,,Parent,"Usually when pants on that's just a shirt, you see your pants. What should you do when you get to her door? Put on a disguise and say: guess who? Knock with a secret Knock only she knows, tap tap tap-it tap, if you like cat meow, if you like dogs bark, if you like goldfish hmm. When she opens the door shout grandma your babysitter is here. Do you think the dog is confused?",1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1,49:54:00,A2-3,,Child,Yeah. [laughing],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49:59:00,A2-3,L1-2,Robot,How Many different faces the little girl makes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50:03:00,A2-3,L1-2,Child,"1, 2, 3. 3!",,,,,,,,,1,,,1,3,1,,,1,,,,,,,,,,,,,,,,,,,
1,50:13:00,A2-3,L1-2,Robot,She makes 4 silly faces. Very cute.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50:18:00,A2-3,L1-2,Parent,You are so close.,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50:20:00,A2-3,,Child,I didn't know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50:21:00,A2-3,,Parent,"See grandma's wearing a skirt. You see that? Hug your mom and dad goodbye and say don't be sad. I'll be home soon. Now tell your grandma all the fun things you have planned. How to keep a grandma busy. Go to the park vape snickerdoodles have a costume parade. Go to the park to feed the ducks do yoga, look at family pictures. Go to the park to swing play hide and seek make goofy hats go to the park to slide. Have a dancing puppet show read stacks of books. Go to the park to take the photos do puzzles play cards. As the babysitter you need to let her choose. Of course she'll want to. What's your favorite thing to do with your grandpa?",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:07:00,A2-3,,Child,Everything!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:09:00,A2-3,,Parent,Everything? You don't have a specific thing?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:11:00,A2-3,,Child,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:12:00,A2-3,,Parent,Do you like to go to the park?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:14:00,A2-3,,Child,"Yes, I like to go to every park. Every park in our town.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:21:00,A2-3,L2-1,Robot,"How many times did the little girl said ""go to the park""?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:25:00,A2-3,L2-1,Parent,How many times did she say?,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,
1,51:26:00,A2-3,L2-1,Child,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10.",,,,,,,,,1,,,1,10,,1,,1,,,,,,,,,,,,,,,,,,,
1,51:48:00,A2-3,L2-1,Robot,The little girl said go to the park for 5 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51:51:00,A2-3,L2-1,Parent,"[Laugh] You don't have good memory. So look, this says ""go to that park."" So...",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,
1,52:00:00,A2-3,L2-1,Parent & Child,"1, 2, 3, 4, 5",,1,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,1,,,,,
1,52:06:00,A2-3,,Parent,"I will show you where they were. Go to the park, what to do at the park side on the bumpy side and the twirly side is she's feeling brave, try the tallest slide on wall. Push your grandma on the swing but not too high. Remind her to pump her legs. Feed the duck show her how to help the shy ones get some food don't forget good babysitter's always say five more minutes before it's time to go.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:34:00,A2-3,,Child,Flags.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:36:00,A2-3,,Parent,What are they doing?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:37:00,A2-3,,Child,"I don't no, fighting them?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:41:00,A2-3,,Parent,What are they doing? Finding them?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:43:00,A2-3,,Child,Fighting them. Those 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:45:00,A2-3,,Parent,Fighting them?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:46:00,A2-3,,Child,Yep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:47:00,A2-3,,Parent,Because they have 6?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:48:00,A2-3,,Child,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:50:00,A2-3,,Parent,What are the ducks doing?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:52:00,A2-3,,Child,Eating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:54:00,A2-3,,Parent,What else are they doing?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52:56:00,A2-3,,Child,Walking and swimming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53:05:00,A2-3,L1-3,Robot,How many ducks have green necks?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53:11:00,A2-3,L1-3,Child,"1, 2, 3",,,,,,,,,1,,1,,3,1,,,,,1,,,,,,,,,,,,,,,,,
1,53:20:00,A2-3,L1-3,Robot,There could be 3 or 4 because one duck is underwater. I wonder what color its neck might be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53:26:00,A2-3,L1-3,Parent,"That's a good point. Back at home playing some more fun how to play with grandma. Grab two microphones and sing a duet. You might want to try You are my sunshine or Happy Birthday. Or makeup. A new song together lineup all her shoes to play shoe shop. If your grandma likes fancy things, decorate her with ribbons, bows and stickers. Shout Tada. When you had hand her mirror",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:01:00,A2-3,L2-2,Robot,Can you count how many sticker rings grandma has on her fingers?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:07:00,A2-3,L2-2,Child,"1, 2, 3, 4, 5, 6, 7",,,,,,,,,1,,,1,7,,1,,1,,,,,,,,,,,,,,,,,,,
1,54:16:00,A2-3,L2-2,Robot,I see that she has 8 rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:19:00,A2-3,L2-2,Parent,"You counted too fast. Can you count them again? So she has 1, 2, 3, 4 and 1, 2, 3, 4. She has four on each hand. You are close!",,1,,,,,,,,,,,4,,1,,1,,,,,,,,,1,,,,,1,,,1,,
1,54:34:00,A2-3,,Parent,"Soon it's time for dinner. Your grandma may be a yummy cook, but share your tricks to make everything taste even yummier add sprinkles to anything Wow almost anything. Arrange the food to make silly faces. Shut your eyes as you take each bite and say",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:52:00,A2-3,,Parent,What's your favorite food on this picture?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:55:00,A2-3,,Child,All of it!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:56:00,A2-3,,Parent,All of it? You don't have a favorite one?,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54:58:00,A2-3,,Child,"Nope, I don't",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:00:00,A2-3,,Parent,"Not the cupcakes, and a french fries?",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:04:00,A2-3,,Child,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:04:00,A2-3,,Parent,What is this? A bowl of beans?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:08:00,A2-3,,Child,And hot dogs and some candies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:21:00,A2-3,L3-1,Robot,"What do they have more of on the table, sausages are cupcakes?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:25:00,A2-3,L3-1,Child,Sausages and cupcakes? Sausages!,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
1,55:35:00,A2-3,L3-1,Robot,There are more sausages than cupcakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:38:00,A2-3,L3-1,Parent,Good job!,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,55:44:00,A2-3,,Parent,"When it starts to get dark, take your grandma outside to find the first star.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:50:00,A2-3,,Child,Find the first star.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:52:00,A2-3,,Parent,Do you like looking at stars? [child nod] Me too.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55:59:00,A2-3,L2-3,Robot,How many dark green trees do you see over the fence?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56:05:00,A2-3,L2-3,Child,What does it mean?,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
1,56:06:00,A2-3,L2-3,Parent,"These are dark green, and these are like green. How many dark green?",,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,
1,56:10:00,A2-3,L2-3,Child,"1, 2, 3, 4, 5, 6. 6!",,,,,,,,,1,,1,,6,,1,,,,1,,,,,,,,,,,,,,,,,
1,56:16:00,A2-3,L2-3,Parent,Good job!,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
1,56:17:00,A2-3,L2-3,Robot,There are 6 of them. They look very tall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56:20:00,A2-3,L2-3,Parent,Good job checking both pages.,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,
1,56:27:00,A2-3,,Parent,"Right back inside snuggle up and read some books during the pages slowly so she can find everything in the pictures. Ask your grandma for stories about when your mom was little. What was mom's favorite thing to do at the park? Did she ever get in trouble was her grandma's fun is you teach her how to say I love you without making a sound. Point to your eye to your heart and to her. Can you do it? So point to your eye, point to your heart, and point to you. That means ""I love you.""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57:10:00,A2-3,,Child,I love you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57:15:00,A2-3,L3-2,Robot,"It took 3 steps to say ""I love you"" without making a sound. What number comes after 3?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57:22:00,A2-3,L3-2,Child,"Umm, 4.",,,,,,,,,1,,1,,4,,1,,,,,,1,,,,,,,,,,,,,,,
1,57:30:00,A2-3,L3-2,Robot,Number 4 comes after 3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57:38:00,A2-3,,Parent,"Now let your grandma choose where she wants to sleep places to sleep in a tent on the floor, on the couch in the little bed in a big bed. If she asks, Should we leave the nightlight on the hallway? Door open answer. Yep, yep, yep. Where would you want to sleep?",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57:59:00,A2-3,,Child,In the big bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:01:00,A2-3,,Parent,Yeah.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:03:00,A2-3,,Child,Very comfortable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:06:00,A2-3,L4-1,Robot,"If grandma wants to put 2 more blankets on, how many blankets would she have?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:11:00,A2-3,L4-1,Child,2,,,,,,,,,1,,,1,2,1,,,,,,,,1,,,,,,,,,,,,,,
1,58:14:00,A2-3,L4-1,Robot,She would be having 3 blankets on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:16:00,A2-3,L4-1,Parent,"She has 1, so she put 2 more on, she would have 3.",,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,
1,58:24:00,A2-3,,Parent,"Once you're both tugged and make shadow puppets have your shadow foxes kiss good night. If she's missing your mom and dad tell her they'll be here tomorrow, bright and early",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:42:00,A2-3,L3-3,Robot,"Where can you see more fingers, on the shadow foxes or the little girl's hand?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58:49:00,A2-3,L3-3,Child,The little girl's hand,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
1,58:58:00,A2-3,L3-3,Robot,"The little girl has more fingers than the shadow, strange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:05:00,A2-3,L3-3,Parent,Fingers over here than over there.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:07:00,A2-3,L3-3,Child,"Yeah, very strange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:13:00,A2-3,,Parent,"In the morning, when you hear a knock open the door dressed up as twins. What does twins mean?",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:23:00,A2-3,,Child,It means you're the same.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:26:00,A2-3,L4-2,Robot,"If we remove 3 flowers from the girls hat, how many flowers would there be left?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:32:00,A2-3,L4-2,Child,"1, 2. 2.",,,,,,,,,1,,,1,2,1,,,,,,,,,1,,,,,,,,,,,,,
1,59:36:00,A2-3,L4-2,Parent,So how many are total?,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1,59:39:00,A2-3,L4-2,Child,2,,,,,,,,,1,,,1,2,1,,,,1,,,,,,,,,,,,,,,,,,
1,59:41:00,A2-3,L4-2,Parent,There's 2 on the whole hat?,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
1,59:43:00,A2-3,L4-2,Child,"No, I mean, there's 1, 2, 3, 4. 4 on the hat.",,,,,,,,,1,,1,,4,,1,,1,,,,,,,,,,,,,,,,,,,
1,59:47:00,A2-3,L4-2,Parent,And how many were we taken away?,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,59:50:00,A2-3,L4-2,Child,2,,,,,,,,,,,,,2,1,,,,1,,,,,,,,,,,,,,,,,,
1,59:50:00,A2-3,L4-2,Parent,I don't remember. Let's hear.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:54:00,A2-3,L4-2,Robot,"If we remove 3 flowers from the girls hat, how many flowers would there be left?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59:59:00,A2-3,L4-2,Child,1,,,,,,,,,1,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,
1,1:00:00,A2-3,L4-2,Parent,Good job!,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,1:00:04,A2-3,L4-2,Robot,There would be only 1 flower left.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:00:06,A2-3,L4-2,Parent,You did it!,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,1:00:10,A2-3,,Parent,"After you're all picked up comes the hardest part. Goodbye time how to say goodbye to a grandma. Let her flowers borrow some sprinkles, some books, some stickers, some ribbons. Say I love you without making the sound. Give her a big hug and ask when can I babysit you again?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:00:29,A2-3,,Child,When can I babysit you again?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:00:34,A2-3,,Parent,"Okay, don't please don't put your body weight on my knee.",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:00:39,A2-3,L4-3,Robot,"If grandma gave each mom and dad a hug after hugging the girl, how many hugs has she given?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:00:45,A2-3,L4-3,Child,"1, 2, 3.",,,,,,,,,1,,1,,3,1,,,1,,,,,1,,,,,,,,,,,,,,
1,1:00:55,A2-3,L4-3,Robot,Grandma would have given 3 hugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:00:58,A2-3,L4-3,Parent,Good job!,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,1:01:00,A2-3,,Robot,You finished the book? Do you want to read another book today?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:01:06,A2-3,,Researcher,We have two books.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
