ID,Timestamp,Conversation,Question Bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,,,,,,,,,,,,,,
12,40:32:00,A2-2,L4-4,Robot,"if Pete invited three more friends, there would be nine friends at the party. That is one big party. We completed the whole book do you want to read another book today? Yes. Yes, yes.",,1,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12,40:53:00,A2-3,,Parent,Okay. So then press Yes. What's that one? Yep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:06:00,A2-3,,Robot,"What? Just show me the tag. Back. All right. She's Candace, you want to read how to babysit a grandma? Yes. We can begin reading now. Oh,",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:29:00,A2-3,,Child,wow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:30:00,A2-3,,Parent,Yeah. What did I tell you about boats? That chair? Alright. You're ready.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:34:00,A2-3,,Child,I have.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:35:00,A2-3,,Parent,"Yeah. How to babysit a grandma. When you babysit a grandma, if you're lucky. It's a sleepover at her house. You've seen that Manny's house, right?",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:48:00,A2-3,,Child,Yeah. Can you make grammar? Uh huh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:52:00,A2-3,,Parent,Let's see. Let's see if we can get Misty to scan the mystery. Where's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,41:57:00,A2-3,,Child,your post? Hi. Okay. Hold on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,42:00:00,A2-3,L1-1,Robot,Can you count the number of family members wearing skirts?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,42:07:00,A2-3,L1-1,Parent,Cool. The answer is,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,42:17:00,A2-3,L1-1,Robot,"one, only mom is wearing a skirt. Yeah, that one rest of the family is wearing pants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,42:23:00,A2-3,,Parent,"That's okay. It kind of looks like dresses the leggings. I nourishment. All right. What What should you do when you get to her door? Put on undisguised and say Guess who? Knock with a Secret Knock only she knows. Tap Tap. Tap it tap? If you like cat's meow. If you like dogs bark if you like goldfish or when she opens the door shout, grandma, your babysitter. Show her the time. Yeah. Okay.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
12,43:06:00,A2-3,L1-2,Robot,How many bones are there in the little girl's hair?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,43:09:00,A2-3,L1-2,Parent,How many bows Has she ever,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,43:10:00,A2-3,L1-2,Child,been to?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,43:18:00,A2-3,L1-2,Robot,There are two redbows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,43:24:00,A2-3,,Parent,"Hug your mom and dad goodbye and say don't be sad. I'll be home soon. Now tell it No. Now we'll miss these on the table please. Now tell your grandma all the fun things you have planned. How to keep grandma busy. Go to the park bake snickerdoodles have a costume parade go to the park to feed the ducks do yoga, look at family pictures go to the park to swing play and seek Me goofy has gotten the park to slide have a dancing puppet show read stacks of books go to the park to take photos do puzzles play cards. As the babysitter you need to let her choose",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,44:07:00,A2-3,L2-1,Robot,how many fingers does the little girl have in total?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,44:11:00,A2-3,L2-1,Parent,Count her fingers,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
12,44:13:00,A2-3,L2-1,Child,"to see 3, 4, 5, 6, 7, 8, 9. 9. ",,,,,,,,,1,,,1,9,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,44:13:01,A2-3,L2-1,Parent,Are you sure?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,44:22:00,A2-3,L2-1,Child,Yeah. Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,44:23:00,A2-3,L2-1,Parent,you Mr. Thumb,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
12,44:25:00,A2-3,L2-1,Child,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",,,,,,,,,1,,,1,11,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,44:34:00,A2-3,L2-1,Parent,to 10 the answers.,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12,44:37:00,A2-3,L2-1,Robot,She has 10 fingers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,44:40:00,A2-3,,Parent,"Okay, of course, Grandma will want to go to the park. What's do at the park. Slide down the bumpy slide and let's really slide if she's feeling brave, try the tallest slide of all. Push your grandma on the swing but not too high. Remind her to pump her legs. Feet The Ducks show her how to help the shy ones get some food. Don't forget good babysitter's always say five more minutes before it's time to go.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,45:10:00,A2-3,,Parent,Are you gonna show her the tag? No. Are you? Okay?,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,45:19:00,A2-3,L1-3,Robot,How many ducks have green necks?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,45:21:00,A2-3,L1-3,Parent,"Oh, how many ducks?",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
12,45:23:00,A2-3,L1-3,Parent,"Oh, are you sure?",,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
12,45:25:00,A2-3,L1-3,Child,"1, 2, 3 ",,,,,,,,,1,,1,,3,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,45:32:00,A2-3,L1-3,Robot,"There could be three or four because one duck is underwater. I wonder what color its neck might be? Ooh,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,45:39:00,A2-3,,Parent,"trick question. Sneaky Missy. Back at home plan some more fun. How to play with a grandma. Grab two microphones and sing a duet. You might want to try You are my sunshine or Happy Birthday. Or make up a new song together. Line up all her shoes to play shoe shop. If your grandma likes fancy things, decorate her with ribbons bows and stickers. Shout Tada. When you hand her a mirror. Do you want to show Misty the sticker?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46:17:00,A2-3,L2-2,Robot,Can you count how many sticker rings grandma has on her fingers?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46:20:00,A2-3,L2-2,Parent,"Ooh, sticker rings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46:23:00,A2-3,L2-2,Child,"2, 3, 4, 5, 6, 7, 8",,,,,,,,,1,,1,,8,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46:28:00,A2-3,L2-2,Parent,the answer button.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46:31:00,A2-3,L2-2,Robot,I see that she has a bring.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46:37:00,A2-3,,Parent,"Soon it's time for dinner. Your grandma may be a yummy cook. But share your tricks to make everything taste even yummier. add sprinkles to anything? Well, almost anything. Arrange the food to make silly faces. Shut your eyes as you take each bite and say do you want to show mercy the",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46:58:00,A2-3,,Child,sticker meaning?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:03:00,A2-3,L3-1,Robot,What do they have more of on the table? Sausages or cupcakes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:07:00,A2-3,L3-1,Parent,"So they're the sausages and they're the cupcakes? Oh, there are more sausages. How many sausages are I know you're getting hungry. We're gonna go eat some. Don't actually eat me. How many sausages are there?",,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12,47:24:00,A2-3,L3-1,Child,"Why you 3, 4, 5, 6",,,,,,,,,1,,,1,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:28:00,A2-3,L3-1,Parent,How many cupcakes are there?,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
12,47:29:00,A2-3,L3-1,Child,"One, two.",,,,,,,,,1,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:30:00,A2-3,L3-1,Parent,So are there more sausages or cupcakes?,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
12,47:33:00,A2-3,L3-1,Child,Sausages.,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:36:00,A2-3,L3-1,Robot,There are more sausages than cupcakes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:41:00,A2-3,,Parent,"When it starts to get dark, take your grandma outside to find the first star.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:48:00,A2-3,,Child,"Yay, Minnie. It's",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:53:00,A2-3,L2-3,Robot,with how many dark green trees do you see over the fence?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,47:58:00,A2-3,L2-3,Parent,These trees How many are there,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
12,48:09:00,A2-3,L2-3,Robot,there are six of them. They look very tall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,48:15:00,A2-3,,Parent,Back inside,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,48:16:00,A2-3,,Parent,"snuggle up and read some books. Turn this pages slowly so she can find everything in the pictures. Ask your grandma for stories about when your mom was little. His mom's favorite thing to do with the park? Did she ever get in trouble? Was her grandma as fun as you teach her how to say I love you without making a sound. Point to your eye. Point to your heart and then to her. Hi. All right, let's show me see the last day.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,48:52:00,A2-3,L3-2,Robot,It looks like there are five books. What number comes after five?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,48:57:00,A2-3,L3-2,Parent,What number comes after five?,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
12,49:01:00,A2-3,L3-2,Parent,I hit the answer button. Training.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,49:07:00,A2-3,L3-2,Robot,Number six comes after five.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,49:13:00,A2-3,,Parent,"Now let your grandma choose where she wants to sleep. places to sleep. In a tent. On the floor, on the couch, in the little bed in the big bed. If she asks, Should we leave the nightlight on the hall light on the door opens? Answer. Yep, yep, yep. Nope, not with Misty on the table please. Hi, oh, my",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,49:42:00,A2-3,L4-1,Robot,grandma wants to put two more blankets on. How many blankets would she have?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,49:48:00,A2-3,L4-1,Parent,So she's got one now. She wants to put two more on how many would she have? one and then two more kids.,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12,49:58:00,A2-3,L4-1,Parent,"How many? How many would she have? 1, 2, 3",,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12,50:05:00,A2-3,L4-1,Robot,She would be having three blankets on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,50:12:00,A2-3,,Parent,pitch app that's a good high five.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,50:15:00,A2-3,,Parent,"All right, just a few more pages. Once you're both tucked in make shadow puppets have your shadow foxes kiss good night. If she's missing your mom and dad tell her they'll be here tomorrow bright and early",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,50:34:00,A2-3,L3-3,Robot,where can you see more fingers on the shadow foxes or the little girl's hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,50:49:00,A2-3,L3-3,Robot,the little girl has more fingers than the shadow. Strange.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,50:54:00,A2-3,,Parent,"That's silly. In the morning, when you hear a knock open the door dressed up as toy Do you want to show her the sticker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,51:15:00,A2-3,L4-2,Robot,"if we had two more flowers on grandma's hat, how many flowers would there be in total?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,51:22:00,A2-3,L4-2,Parent,"Oh, no, no, no, no.",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
12,51:26:00,A2-3,L4-2,Robot,There would be six flowers in total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,51:29:00,A2-3,,Parent,"for flowers plus two flowers. Paint gentle with the book. It's not ours. After you're all packed up comes the hardest part. Goodbye time. How to say goodbye to a grandma. let her borrow some sprinkles, some books, some stickers and some ribbons. Say I love you without making a sound. Give her a big hug and ask when can I babysit you again?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,51:58:00,A2-3,,Parent,"Alright, let's show this to your label. Maybe",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:05:00,A2-3,L4-3,Robot,"if there were three more ducks in the picture on the wall, how many ducks would be in it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:10:00,A2-3,L4-3,Parent,So how many ducks are in the picture right now,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
12,52:18:00,A2-3,L4-3,Parent,I got there before you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:19:00,A2-3,L4-3,Robot,there would be five ducks total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:22:00,A2-3,,Parent,two ducks plus three ducks you found bound,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
12,52:25:00,A2-3,,Child,down and want,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:29:00,,,Robot,to continue reading today.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:32:00,,,Parent,I think we did a good job. What do you think you are missing we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:39:00,,,Robot,will read again in a few days. Do you like reading with you today has been so fun. I'm going to sleep now. Can you place me on my charging path.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:50:00,,,Researcher,"Okay. Oh, I think she's",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:54:00,,,Parent,she went to sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,52:55:00,,,Researcher,relentlessly. I can do like Misty. Yeah. Is there what specifically do you like about missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:03:00,,,Child,Cheeks?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:04:00,,,Parent,"Cheeks? Oh, I like the cheeks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:06:00,,,Researcher,I like the cheeks to Lydia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:09:00,,,Parent,"Yeah, when she got really happy that you got the answer right.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:13:00,,,Researcher,Is there anything else you'd like about Misty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:16:00,,,Child,"Um, and they kept",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:19:00,,,Researcher,like the books or which one you like better? Which one? You're like both like the books anything else you like about Misty?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:30:00,,,Child,Yeah. gonna pack her head?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:32:00,,,Researcher,Sure you can do that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:36:00,,,Child,Give her life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:39:00,,,Parent,she went to sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:43:00,,,Child,how can we turn her on?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,53:45:00,,,Researcher,We can turn her on again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
